slot,timestamp,action_count,adds,removes,actions,placement_before,placement_after,demand,attachment_points,total_requests,demand_pairs,covered_pairs_after,uncovered_pairs_after,coverage_ratio_after,objective,R_nominal,B_nominal,R_wc,B_wc,Op_cost,solve_time,status
1206,1205,15,8,7,"ADD:0,7;ADD:1,7;ADD:2,7;ADD:5,8;ADD:6,2;ADD:7,2;ADD:7,9;ADD:9,6;REMOVE:0,8;REMOVE:1,6;REMOVE:1,8;REMOVE:5,9;REMOVE:6,7;REMOVE:7,7;REMOVE:9,7",0:8;1:6|8;2:2;3:2;4:7;5:9;6:7;7:7;8:7;9:7,0:7;1:7;2:2|7;3:2;4:7;5:8;6:2;7:2|9;8:7;9:6,0@1=1;0@2=1;0@3=1;0@4=1;0@7=1;0@8=1;1@2=1;1@4=3;1@7=1;1@0=1;1@6=1;2@1=1;2@2=2;2@3=1;2@4=1;2@7=1;2@0=2;2@6=2;2@5=2;3@2=3;3@3=1;3@4=2;4@1=2;4@2=4;4@4=1;4@0=2;4@6=1;4@9=1;5@1=1;5@2=2;5@4=2;5@6=1;6@2=1;6@0=1;7@1=1;7@2=2;7@4=1;7@5=1;7@9=1;8@2=1;8@4=1;8@7=1;8@9=1;9@1=3;9@4=1;9@6=3,"1,2,3,4,7,8,0,6,5,9",67,46,46,0,1.0,-0.13962913372175734,0.6363636363636364,0.024007229914606243,0.0,0.0,0.7999999999999999,0.6125669479370117,Feasible|selected=greedy
1207,1206,15,7,8,"ADD:0,2;ADD:3,7;ADD:4,8;ADD:5,0;ADD:6,1;ADD:7,6;ADD:9,8;REMOVE:0,7;REMOVE:2,2;REMOVE:3,2;REMOVE:5,8;REMOVE:6,2;REMOVE:7,2;REMOVE:7,9;REMOVE:9,6",0:7;1:7;2:2|7;3:2;4:7;5:8;6:2;7:2|9;8:7;9:6,0:2;1:7;2:7;3:7;4:7|8;5:0;6:1;7:6;8:7;9:8,0@0=1;0@2=2;0@3=2;0@4=3;1@2=1;1@4=1;1@1=1;1@9=1;2@0=1;2@3=1;2@6=1;2@8=2;3@0=2;3@2=1;3@1=1;3@7=1;4@0=3;4@2=2;4@4=2;4@1=1;4@8=1;4@7=1;4@5=1;5@0=1;6@1=1;7@6=1;8@0=1;8@4=2;8@6=1;9@4=2;9@1=2;9@8=1,"0,2,3,4,1,9,6,8,7,5",45,32,32,0,1.0,-0.01247972530830499,0.6666666666666666,0.02085360802502834,0.0,0.0,0.7,0.49881982803344727,Feasible|selected=greedy
1208,1207,18,10,8,"ADD:0,7;ADD:1,2;ADD:2,8;ADD:3,2;ADD:5,7;ADD:6,7;ADD:7,7;ADD:7,8;ADD:9,2;ADD:9,7;REMOVE:1,7;REMOVE:2,7;REMOVE:3,7;REMOVE:4,8;REMOVE:5,0;REMOVE:6,1;REMOVE:7,6;REMOVE:9,8",0:2;1:7;2:7;3:7;4:7|8;5:0;6:1;7:6;8:7;9:8,0:2|7;1:2;2:8;3:2;4:7;5:7;6:7;7:7|8;8:7;9:2|7,0@0=1;0@1=1;0@2=1;0@3=2;0@4=1;0@5=2;0@6=2;0@7=1;0@9=1;1@2=1;1@5=1;1@7=1;2@1=1;2@2=2;2@4=2;2@5=1;2@6=1;2@8=1;3@2=3;3@3=2;3@4=4;4@0=1;4@2=2;4@4=2;4@6=2;4@7=1;5@1=1;5@3=1;5@4=1;5@6=1;5@9=1;5@8=2;6@0=1;6@4=2;6@6=1;6@7=1;7@0=1;7@3=1;7@4=1;7@5=1;7@6=1;7@7=1;7@8=1;8@0=1;8@1=1;8@2=1;8@3=1;8@4=3;8@6=1;8@9=2;8@8=1;9@0=4;9@1=1;9@2=1;9@3=1;9@4=3;9@5=1;9@6=2;9@7=2;9@9=1;9@8=1,"0,1,2,3,4,5,6,7,9,8",87,61,61,0,1.0,-0.25814552503726784,0.7272727272727273,0.014581747690004738,0.0,0.0,0.9999999999999999,0.8455641269683838,Feasible|selected=greedy
1209,1208,19,11,8,"ADD:0,5;ADD:1,7;ADD:1,8;ADD:2,7;ADD:3,8;ADD:4,2;ADD:4,8;ADD:5,5;ADD:6,4;ADD:8,5;ADD:8,8;REMOVE:0,2;REMOVE:1,2;REMOVE:3,2;REMOVE:4,7;REMOVE:5,7;REMOVE:6,7;REMOVE:7,7;REMOVE:8,7",0:2|7;1:2;2:8;3:2;4:7;5:7;6:7;7:7|8;8:7;9:2|7,0:5|7;1:7|8;2:7|8;3:8;4:2|8;5:5;6:4;7:8;8:5|8;9:2|7,0@0=2;0@1=1;0@3=1;0@4=2;0@5=1;1@0=2;1@1=2;1@3=1;1@4=1;1@5=2;1@2=3;1@6=1;1@7=4;1@8=1;2@0=3;2@1=7;2@4=2;2@5=1;2@2=2;2@6=1;2@7=1;2@8=4;3@1=1;3@4=4;3@2=1;4@0=1;4@4=3;4@5=1;4@2=3;4@6=3;4@8=1;4@9=2;5@0=1;5@5=1;6@4=2;6@2=2;7@1=1;7@4=1;7@2=1;8@0=3;8@1=1;8@3=2;8@5=1;8@2=4;8@8=3;9@0=1;9@1=1;9@3=3;9@4=3;9@5=2;9@2=3;9@6=3;9@7=5;9@8=4;9@9=1,"0,1,3,4,5,2,6,7,8,9",114,55,55,0,1.0,-0.4580195359679232,0.6153846153846154,0.026595848647461267,0.0,0.0,1.0999999999999999,0.6793882846832275,Feasible|selected=greedy
1210,1209,18,8,10,"ADD:0,8;ADD:3,9;ADD:4,7;ADD:5,8;ADD:6,7;ADD:7,9;ADD:8,7;ADD:9,8;REMOVE:0,5;REMOVE:1,8;REMOVE:2,8;REMOVE:4,2;REMOVE:5,5;REMOVE:6,4;REMOVE:7,8;REMOVE:8,5;REMOVE:8,8;REMOVE:9,2",0:5|7;1:7|8;2:7|8;3:8;4:2|8;5:5;6:4;7:8;8:5|8;9:2|7,0:7|8;1:7;2:7;3:8|9;4:7|8;5:8;6:7;7:9;8:7;9:7|8,0@1=1;0@2=2;0@5=1;0@6=1;0@7=3;0@8=1;0@9=1;1@2=1;1@6=1;1@7=1;1@9=1;1@0=1;2@1=2;2@2=2;2@7=1;2@9=1;2@0=1;2@4=1;3@1=2;3@2=2;3@5=1;3@6=1;3@9=1;3@4=1;4@1=2;4@5=1;4@6=1;4@7=2;4@8=2;4@3=1;5@1=5;5@2=1;5@4=1;6@6=1;6@7=1;6@4=1;7@2=1;7@9=1;7@3=2;8@1=2;8@2=1;8@6=2;8@8=1;8@0=1;9@1=4;9@2=6;9@5=3;9@6=1;9@7=1;9@8=2;9@9=1;9@4=4;9@3=1,"1,2,5,6,7,8,9,0,4,3",84,53,53,0,1.0,-0.1555452272446033,0.625,0.019454772755396598,0.0,0.0,0.7999999999999999,0.6562700271606445,Feasible|selected=greedy
1211,1210,15,5,10,"ADD:1,2;ADD:2,2;ADD:3,7;ADD:5,7;ADD:7,5;REMOVE:0,8;REMOVE:1,7;REMOVE:2,7;REMOVE:3,8;REMOVE:3,9;REMOVE:4,8;REMOVE:5,8;REMOVE:6,7;REMOVE:7,9;REMOVE:9,8",0:7|8;1:7;2:7;3:8|9;4:7|8;5:8;6:7;7:9;8:7;9:7|8,0:7;1:2;2:2;3:7;4:7;5:7;6:-;7:5;8:7;9:7,0@0=1;0@2=1;0@3=1;0@4=1;0@6=2;1@2=1;1@4=5;1@5=1;1@7=1;1@9=3;2@2=3;2@3=1;2@4=4;2@5=1;2@7=1;3@0=1;3@2=2;3@7=1;3@9=2;3@1=1;4@0=1;4@2=1;4@6=1;4@7=1;4@9=1;4@1=1;4@8=1;5@3=2;5@4=2;5@7=1;5@1=1;7@2=3;7@3=1;7@5=1;7@8=1;8@2=3;8@3=1;8@4=1;8@6=1;8@7=3;8@1=2;9@0=3;9@2=1;9@3=1;9@4=1;9@7=2;9@9=1;9@1=1;9@8=1,"0,2,3,4,6,5,7,9,1,8",75,49,49,0,1.0,0.23209416660996574,0.7142857142857143,0.01780845232425147,0.0,0.0,0.5,0.63979172706604,Feasible|selected=greedy
1212,1211,13,8,5,"ADD:1,7;ADD:2,4;ADD:3,2;ADD:3,9;ADD:5,2;ADD:5,8;ADD:6,2;ADD:7,7;REMOVE:1,2;REMOVE:2,2;REMOVE:3,7;REMOVE:5,7;REMOVE:7,5",0:7;1:2;2:2;3:7;4:7;5:7;6:-;7:5;8:7;9:7,0:7;1:7;2:4;3:2|9;4:7;5:2|8;6:2;7:7;8:7;9:7,0@3=1;0@4=1;0@7=3;0@9=1;1@3=1;1@4=1;1@7=1;1@0=3;1@1=2;1@6=1;2@4=1;3@4=1;3@9=1;3@1=1;3@2=1;3@5=1;4@4=1;4@9=1;4@0=1;4@6=2;4@8=1;5@4=1;5@0=1;5@6=3;5@2=2;5@5=1;5@8=1;6@2=1;7@7=1;7@1=1;7@6=1;8@4=3;8@0=2;8@1=1;8@2=4;9@4=2;9@7=1;9@9=1;9@6=1;9@2=1;9@8=1,"3,4,7,9,0,1,6,2,5,8",57,41,41,0,1.0,-0.22199576829637357,0.5555555555555556,0.02244867614807078,0.0,0.0,0.7999999999999999,0.5801188945770264,Feasible|selected=greedy
1213,1212,15,7,8,"ADD:1,8;ADD:3,7;ADD:4,9;ADD:5,9;ADD:6,3;ADD:6,9;ADD:7,8;REMOVE:1,7;REMOVE:2,4;REMOVE:3,2;REMOVE:3,9;REMOVE:4,7;REMOVE:5,2;REMOVE:5,8;REMOVE:6,2",0:7;1:7;2:4;3:2|9;4:7;5:2|8;6:2;7:7;8:7;9:7,0:7;1:8;2:-;3:7;4:9;5:9;6:3|9;7:7|8;8:7;9:7,0@1=2;0@3=1;0@4=2;1@5=1;1@8=1;3@8=1;3@0=1;3@2=1;3@7=1;4@1=1;4@2=1;4@9=2;5@1=2;5@2=2;6@1=4;6@3=1;6@5=1;6@2=1;6@9=1;6@6=1;7@1=1;7@4=2;7@5=2;7@2=2;7@7=1;7@9=1;7@6=1;8@1=1;8@4=1;8@2=2;8@9=1;9@1=1;9@4=1;9@0=1;9@7=1,"1,3,4,5,8,0,2,7,9,6",47,35,35,0,1.0,-0.015138672277908216,0.6666666666666666,0.01819466105542514,0.0,0.0,0.7,0.5209300518035889,Feasible|selected=greedy
1214,1213,14,7,7,"ADD:0,2;ADD:1,7;ADD:2,7;ADD:3,2;ADD:4,7;ADD:5,7;ADD:6,7;REMOVE:0,7;REMOVE:1,8;REMOVE:3,7;REMOVE:4,9;REMOVE:5,9;REMOVE:6,3;REMOVE:6,9",0:7;1:8;2:-;3:7;4:9;5:9;6:3|9;7:7|8;8:7;9:7,0:2;1:7;2:7;3:2;4:7;5:7;6:7;7:7|8;8:7;9:7,0@2=1;0@5=1;0@8=1;0@9=1;1@0=1;1@1=1;1@3=1;1@4=1;1@6=2;2@3=1;2@4=1;3@2=1;3@8=1;3@3=1;3@4=1;4@8=1;4@9=1;4@0=1;4@1=3;4@4=3;4@7=2;5@8=1;5@3=1;6@2=1;6@9=1;6@0=1;6@1=3;6@6=1;7@5=1;7@8=1;7@0=2;7@1=2;7@6=1;8@2=1;8@6=1;8@7=1;9@2=1;9@8=1;9@0=2;9@1=1;9@3=2;9@4=2;9@6=1;9@7=1,"2,5,8,9,0,1,3,4,6,7",57,44,44,0,1.0,-0.05182573963376391,0.6363636363636364,0.011810624002599674,0.0,0.0,0.7,0.6725277900695801,Feasible|selected=greedy
1215,1214,10,6,4,"ADD:2,8;ADD:3,7;ADD:3,8;ADD:4,2;ADD:5,5;ADD:9,2;REMOVE:2,7;REMOVE:3,2;REMOVE:5,7;REMOVE:7,8",0:2;1:7;2:7;3:2;4:7;5:7;6:7;7:7|8;8:7;9:7,0:2;1:7;2:8;3:7|8;4:2|7;5:5;6:7;7:7;8:7;9:2|7,0@2=3;0@3=2;0@4=2;0@9=1;1@4=2;1@0=1;1@1=3;1@8=2;2@2=1;2@8=1;3@4=1;3@9=1;3@0=1;3@1=2;3@8=2;3@5=2;3@7=3;4@2=2;4@3=2;4@4=5;4@9=2;4@0=2;4@1=2;4@8=1;4@5=1;4@7=3;5@2=1;5@5=1;6@0=2;6@8=1;6@6=1;7@2=1;7@4=1;7@9=1;7@1=1;7@8=1;8@2=2;8@3=3;8@4=1;8@9=1;8@0=1;8@1=3;8@6=1;9@2=2;9@3=1;9@4=2;9@0=2;9@1=4;9@8=1;9@5=1;9@7=1,"2,3,4,9,0,1,8,5,7,6",87,51,51,0,1.0,-0.21529008079445244,0.36363636363636365,0.021073555569183902,0.0,0.0,0.6,0.6361007690429688,Feasible|selected=greedy
1216,1215,14,7,7,"ADD:0,8;ADD:1,8;ADD:2,7;ADD:5,9;ADD:6,2;ADD:7,8;ADD:8,8;REMOVE:1,7;REMOVE:2,8;REMOVE:3,7;REMOVE:4,2;REMOVE:5,5;REMOVE:6,7;REMOVE:7,7",0:2;1:7;2:8;3:7|8;4:2|7;5:5;6:7;7:7;8:7;9:2|7,0:2|8;1:8;2:7;3:8;4:7;5:9;6:2;7:8;8:7|8;9:2|7,0@1=3;0@2=1;0@3=1;0@4=6;0@5=4;0@8=1;1@1=1;1@2=1;1@4=1;1@5=2;1@8=1;1@7=1;2@7=1;3@1=1;3@5=1;4@1=1;4@4=1;4@8=1;4@7=1;4@6=1;4@9=1;5@2=1;5@3=1;5@6=1;5@9=1;6@2=3;6@3=1;6@4=1;6@5=1;6@7=1;7@2=2;7@8=1;8@1=1;8@2=1;8@4=1;8@5=1;8@7=1;8@6=1;8@9=1;9@1=1;9@2=2;9@3=1;9@4=3;9@5=2;9@6=1;9@9=2;9@0=1,"1,2,3,4,5,8,7,6,9,0",66,47,47,0,1.0,-0.14204429489298664,0.5384615384615384,0.01949416664547485,0.0,0.0,0.7,0.6313517093658447,Feasible|selected=greedy
1217,1216,15,6,9,"ADD:0,7;ADD:1,7;ADD:3,7;ADD:4,2;ADD:5,8;ADD:7,7;REMOVE:0,2;REMOVE:0,8;REMOVE:1,8;REMOVE:2,7;REMOVE:3,8;REMOVE:4,7;REMOVE:7,8;REMOVE:8,8;REMOVE:9,2",0:2|8;1:8;2:7;3:8;4:7;5:9;6:2;7:8;8:7|8;9:2|7,0:7;1:7;2:-;3:7;4:2;5:8|9;6:2;7:7;8:7;9:7,0@1=1;0@2=1;0@4=4;0@7=1;0@9=1;1@1=4;1@2=3;1@0=1;1@6=2;1@8=1;3@1=2;3@2=1;3@4=1;3@7=1;3@9=1;3@8=1;4@2=1;4@4=1;4@7=2;4@9=1;4@0=1;4@3=1;4@5=1;5@1=1;5@2=1;5@4=3;5@9=1;5@6=1;5@5=1;6@2=3;6@9=1;6@8=1;7@2=1;7@7=1;7@9=1;7@8=1;8@1=1;8@2=2;8@4=1;8@7=1;8@9=1;8@0=2;8@6=1;8@8=1;9@2=4;9@4=2;9@7=1;9@9=1;9@0=3;9@6=3;9@3=1,"1,2,4,7,9,0,6,8,3,5",76,51,51,0,1.0,0.10453483002186148,0.6923076923076923,0.012227137714169112,0.0,0.0,0.6,0.6476821899414062,Feasible|selected=greedy
1218,1217,15,9,6,"ADD:0,8;ADD:2,8;ADD:3,8;ADD:4,8;ADD:4,9;ADD:5,7;ADD:8,2;ADD:9,3;ADD:9,9;REMOVE:0,7;REMOVE:3,7;REMOVE:4,2;REMOVE:5,8;REMOVE:5,9;REMOVE:9,7",0:7;1:7;2:-;3:7;4:2;5:8|9;6:2;7:7;8:7;9:7,0:8;1:7;2:8;3:8;4:8|9;5:7;6:2;7:7;8:2|7;9:3|9,0@1=1;0@2=1;0@8=1;1@1=2;1@2=2;1@8=3;1@0=1;2@8=1;3@2=1;3@8=2;3@4=3;3@5=1;3@7=1;4@2=1;4@8=1;4@6=2;4@9=2;5@2=1;5@7=1;5@6=1;5@3=1;6@2=1;7@1=1;7@2=4;7@4=1;7@7=1;7@3=1;8@1=1;8@2=3;8@0=1;8@5=1;8@7=1;8@6=2;8@9=2;9@1=1;9@5=1;9@6=1;9@9=2;9@3=4,"1,2,8,0,4,5,7,6,9,3",59,39,39,0,1.0,-0.2632677708441885,0.6,0.036732229155811404,0.0,0.0,0.8999999999999999,0.5689589977264404,Feasible|selected=greedy
1219,1218,19,9,10,"ADD:0,7;ADD:1,8;ADD:3,7;ADD:4,7;ADD:5,3;ADD:6,4;ADD:7,2;ADD:7,3;ADD:9,2;REMOVE:0,8;REMOVE:2,8;REMOVE:3,8;REMOVE:4,9;REMOVE:5,7;REMOVE:6,2;REMOVE:7,7;REMOVE:8,7;REMOVE:9,3;REMOVE:9,9",0:8;1:7;2:8;3:8;4:8|9;5:7;6:2;7:7;8:2|7;9:3|9,0:7;1:7|8;2:-;3:7;4:7|8;5:3;6:4;7:2|3;8:2;9:2,0@1=1;0@2=2;0@4=2;0@6=2;0@7=2;0@9=1;1@1=1;1@4=1;1@6=1;1@0=1;1@5=1;3@1=1;3@4=1;3@7=1;3@9=1;3@0=1;3@3=1;4@2=3;4@6=2;4@7=1;4@9=1;4@5=1;4@8=1;5@1=1;5@3=1;6@4=2;7@1=1;7@2=1;7@4=1;7@5=1;7@3=1;8@2=1;8@4=1;8@7=2;8@9=1;8@0=1;8@5=1;9@2=3;9@4=2;9@9=2;9@8=1,"1,2,4,6,7,9,0,5,3,8",54,41,41,0,1.0,-0.10501551649394114,0.7692307692307693,0.02575371427528947,0.0,0.0,0.8999999999999999,0.568079948425293,Feasible|selected=greedy
1220,1219,16,7,9,"ADD:2,7;ADD:4,2;ADD:5,7;ADD:6,8;ADD:7,9;ADD:8,7;ADD:9,8;REMOVE:1,8;REMOVE:4,7;REMOVE:4,8;REMOVE:5,3;REMOVE:6,4;REMOVE:7,2;REMOVE:7,3;REMOVE:8,2;REMOVE:9,2",0:7;1:7|8;2:-;3:7;4:7|8;5:3;6:4;7:2|3;8:2;9:2,0:7;1:7;2:7;3:7;4:2;5:7;6:8;7:9;8:7;9:8,0@1=1;0@2=1;0@3=1;0@4=1;0@9=1;1@1=1;1@3=1;1@4=1;1@7=1;1@8=2;2@3=1;2@4=1;2@7=1;2@6=1;3@1=1;3@2=1;3@3=1;3@4=2;3@0=2;4@4=1;4@9=1;4@5=2;5@1=2;5@2=2;5@4=1;5@8=1;5@6=1;5@0=1;6@1=1;6@8=1;7@1=1;7@2=3;7@9=1;7@7=1;8@2=1;8@3=2;8@4=1;8@7=1;8@6=2;9@2=2;9@7=2;9@6=2;9@5=1,"1,2,3,4,9,7,8,6,0,5",56,43,43,0,1.0,0.05865240141372852,0.75,0.008652401413728443,0.0,0.0,0.7,0.636371374130249,Feasible|selected=greedy
1221,1220,11,6,5,"ADD:2,5;ADD:3,2;ADD:4,8;ADD:5,8;ADD:6,9;ADD:9,9;REMOVE:2,7;REMOVE:4,2;REMOVE:5,7;REMOVE:6,8;REMOVE:9,8",0:7;1:7;2:7;3:7;4:2;5:7;6:8;7:9;8:7;9:8,0:7;1:7;2:5;3:2|7;4:8;5:8;6:9;7:9;8:7;9:9,0@0=1;0@2=1;0@6=1;0@8=1;0@9=2;1@0=2;1@2=4;1@6=3;1@8=2;1@9=5;1@1=1;1@4=2;2@0=1;2@8=1;2@5=1;3@0=1;3@2=1;3@1=1;3@4=2;3@5=1;3@3=1;4@2=3;4@1=2;4@5=2;4@7=3;5@2=1;5@8=1;5@1=1;5@4=1;6@9=1;6@7=1;7@2=1;7@6=1;8@0=1;8@6=1;8@4=1;9@2=2;9@9=2;9@1=1;9@3=1;9@7=1,"0,2,6,8,9,1,4,5,3,7",63,41,41,0,1.0,-0.09039560882316455,0.5,0.009604391176835472,0.0,0.0,0.6,0.5827221870422363,Feasible|selected=greedy
1222,1221,14,8,6,"ADD:0,2;ADD:0,8;ADD:1,2;ADD:2,7;ADD:4,7;ADD:6,8;ADD:7,6;ADD:9,7;REMOVE:0,7;REMOVE:2,5;REMOVE:3,7;REMOVE:6,9;REMOVE:7,9;REMOVE:9,9",0:7;1:7;2:5;3:2|7;4:8;5:8;6:9;7:9;8:7;9:9,0:2|8;1:2|7;2:7;3:2;4:7|8;5:8;6:8;7:6;8:7;9:7,0@1=1;0@2=4;0@3=2;0@4=5;0@5=2;0@8=2;0@9=2;1@1=1;1@2=3;1@3=1;1@4=1;1@5=1;1@8=1;1@9=1;1@0=1;1@7=1;2@9=1;2@0=1;3@2=2;3@4=4;3@5=1;3@9=1;3@0=1;3@7=1;4@1=3;4@2=2;4@3=1;4@4=4;4@5=2;4@8=3;4@0=2;4@7=1;4@6=1;5@1=3;5@2=2;5@4=1;5@5=1;5@6=1;6@4=1;6@5=1;7@1=3;7@4=2;7@8=1;7@9=2;7@6=1;8@1=1;8@2=1;8@3=1;8@8=1;8@9=1;8@0=2;8@7=1;8@6=1;9@1=3;9@2=2;9@4=3;9@8=2;9@9=1;9@0=1;9@7=3;9@6=1,"1,2,3,4,5,8,9,0,7,6",104,61,61,0,1.0,-0.23454262882987043,0.5454545454545454,0.02000282571558412,0.0,0.0,0.7999999999999999,0.824470043182373,Feasible|selected=greedy
1223,1222,19,10,9,"ADD:0,7;ADD:1,8;ADD:2,2;ADD:3,7;ADD:3,8;ADD:5,7;ADD:6,7;ADD:7,7;ADD:8,2;ADD:9,8;REMOVE:0,2;REMOVE:0,8;REMOVE:1,2;REMOVE:2,7;REMOVE:3,2;REMOVE:4,8;REMOVE:5,8;REMOVE:6,8;REMOVE:7,6",0:2|8;1:2|7;2:7;3:2;4:7|8;5:8;6:8;7:6;8:7;9:7,0:7;1:7|8;2:2;3:7|8;4:7;5:7;6:7;7:7;8:2|7;9:7|8,0@0=1;0@1=3;0@2=3;0@3=2;0@4=2;0@6=2;0@7=2;0@8=1;0@9=1;1@1=1;1@2=3;1@4=2;1@7=1;1@8=2;1@9=2;1@5=1;2@0=1;2@4=1;2@5=1;3@0=2;3@1=1;3@2=1;3@6=1;3@8=2;3@5=2;4@0=2;4@2=3;4@4=1;4@6=1;4@8=1;4@9=1;5@0=1;5@1=2;5@3=1;5@4=2;6@0=1;6@1=1;6@2=1;6@3=2;6@4=1;6@7=1;6@8=2;7@2=2;7@3=1;7@4=2;7@6=1;7@7=1;7@9=1;8@0=1;8@2=3;8@3=1;8@4=1;8@6=1;8@9=1;8@5=1;9@1=1;9@2=1;9@4=4;9@6=1;9@7=1;9@8=2;9@9=1;9@5=2,"0,1,2,3,4,6,7,8,9,5",95,63,63,0,1.0,-0.29294426015467767,0.6923076923076923,0.014748047537629951,0.0,0.0,0.9999999999999999,0.8090429306030273,Feasible|selected=greedy
1224,1223,12,5,7,"ADD:1,3;ADD:2,4;ADD:4,8;ADD:7,5;ADD:7,8;REMOVE:1,8;REMOVE:2,2;REMOVE:3,7;REMOVE:4,7;REMOVE:7,7;REMOVE:8,2;REMOVE:9,8",0:7;1:7|8;2:2;3:7|8;4:7;5:7;6:7;7:7;8:2|7;9:7|8,0:7;1:3|7;2:4;3:8;4:8;5:7;6:7;7:5|8;8:7;9:7,0@0=2;0@1=2;0@2=4;0@3=1;0@4=1;0@8=3;1@1=2;1@2=2;1@3=2;1@4=2;1@5=1;1@7=1;2@2=1;2@4=1;3@1=2;3@2=1;3@8=1;4@1=1;4@2=2;4@4=3;4@5=2;4@7=2;4@6=1;5@0=1;5@6=1;5@9=2;6@3=1;6@4=1;6@8=1;7@0=2;7@8=1;7@5=1;7@6=1;8@0=2;8@1=1;8@2=1;8@3=1;8@4=2;8@6=1;9@0=1;9@2=1;9@3=2;9@4=1;9@7=1,"0,1,2,3,4,8,5,7,6,9",66,44,44,0,1.0,0.011400697631969936,0.5,0.011400697631969936,0.0,0.0,0.5,0.5743427276611328,Feasible|selected=greedy
1225,1224,13,6,7,"ADD:2,9;ADD:3,7;ADD:4,7;ADD:7,7;ADD:9,5;ADD:9,8;REMOVE:1,3;REMOVE:2,4;REMOVE:3,8;REMOVE:4,8;REMOVE:7,5;REMOVE:7,8;REMOVE:9,7",0:7;1:3|7;2:4;3:8;4:8;5:7;6:7;7:5|8;8:7;9:7,0:7;1:7;2:9;3:7;4:7;5:7;6:7;7:7;8:7;9:5|8,0@0=1;0@1=3;0@2=3;0@6=1;0@7=1;0@8=1;0@9=1;1@0=1;1@1=2;1@2=2;1@6=1;1@8=1;1@9=1;1@4=1;2@1=3;2@6=2;2@9=1;2@3=1;3@1=1;3@7=1;3@9=1;3@4=2;3@3=2;4@1=1;4@2=2;4@8=1;4@9=2;4@4=1;5@1=1;5@2=1;5@8=1;5@9=1;5@3=1;6@4=2;6@3=1;7@0=1;7@1=1;7@2=1;7@7=2;7@9=1;7@4=1;8@1=1;8@2=1;8@6=2;8@7=1;8@8=1;8@9=2;8@4=1;9@0=1;9@1=1;9@8=1;9@5=1,"0,1,2,6,7,8,9,4,3,5",69,52,52,0,1.0,-0.00419145626381201,0.5833333333333334,0.012475210402854582,0.0,0.0,0.6,0.6586642265319824,Feasible|selected=greedy
1226,1225,17,9,8,"ADD:0,2;ADD:1,4;ADD:2,7;ADD:3,8;ADD:4,8;ADD:5,6;ADD:6,4;ADD:8,8;ADD:9,7;REMOVE:0,7;REMOVE:1,7;REMOVE:2,9;REMOVE:4,7;REMOVE:5,7;REMOVE:6,7;REMOVE:9,5;REMOVE:9,8",0:7;1:7;2:9;3:7;4:7;5:7;6:7;7:7;8:7;9:5|8,0:2;1:4;2:7;3:7|8;4:8;5:6;6:4;7:7;8:7|8;9:7,0@2=1;0@3=1;0@8=2;0@9=1;1@2=3;1@4=1;2@6=1;2@7=1;3@2=1;3@8=1;3@4=2;3@7=2;3@0=1;3@1=1;3@5=2;4@4=2;4@6=1;4@7=1;4@1=1;4@5=1;5@8=1;5@9=1;5@4=1;5@6=1;6@2=2;6@4=1;7@2=1;7@7=1;7@1=1;8@8=1;8@9=1;8@4=1;8@7=2;8@1=3;8@5=1;9@2=2;9@4=1;9@6=1;9@0=1;9@1=1,"2,3,8,9,4,6,7,0,1,5",52,40,40,0,1.0,-0.14909380428794483,0.7272727272727273,0.023633468439327763,0.0,0.0,0.8999999999999999,0.5677287578582764,Feasible|selected=greedy
1227,1226,15,6,9,"ADD:0,7;ADD:1,8;ADD:4,7;ADD:5,9;ADD:6,8;ADD:7,2;REMOVE:0,2;REMOVE:1,4;REMOVE:2,7;REMOVE:3,7;REMOVE:4,8;REMOVE:5,6;REMOVE:6,4;REMOVE:7,7;REMOVE:8,7",0:2;1:4;2:7;3:7|8;4:8;5:6;6:4;7:7;8:7|8;9:7,0:7;1:8;2:-;3:8;4:7;5:9;6:8;7:2;8:8;9:7,0@1=1;0@2=2;0@3=1;0@4=1;1@5=1;1@7=2;3@1=1;3@2=1;3@4=1;3@8=1;4@1=2;4@3=1;4@4=1;4@7=1;4@8=1;5@9=1;6@1=1;6@4=2;7@2=2;7@5=1;7@7=1;7@8=1;7@9=1;8@8=2;9@3=1;9@4=1;9@6=1,"1,2,3,4,5,7,8,9,6",33,27,27,0,1.0,0.17189682933706985,0.75,0.021896829337069774,0.0,0.0,0.6,0.4571089744567871,Feasible|selected=greedy
